x,y,Bx,By,B_total,phi_deg
19,20,-34.43,123.74,128.44,105.5
20,20,8.25,116.97,117.26,86.0
21,20,-107.60,154.25,188.07,124.9
22,20,18.12,5.55,18.95,17.0
23,20,16.06,149.23,150.09,83.9
24,20,-42.68,68.30,80.54,122.0
25,20,-161.80,112.75,197.21,145.1
26,20,-94.17,0.71,94.17,179.6
27,20,11.89,56.56,57.80,78.1
28,20,-192.88,56.56,201.00,163.7
29,20,-74.44,90.23,116.97,129.5
30,20,-118.06,-59.61,132.26,-153.2
31,20,-19.81,8.12,21.41,157.7
32,20,-93.80,-60.84,111.80,-147.0
33,20,-38.86,5.62,39.27,171.8
34,20,-28.79,6.42,29.50,167.4
35,20,37.83,19.62,42.61,27.4
36,20,-59.90,-83.06,102.41,-125.8
37,20,-25.54,-20.52,32.77,-141.2
38,20,-112.02,-8.13,112.31,-175.8
39,20,29.39,-166.07,168.65,-80.0
40,20,-59.66,-59.20,84.05,-135.2
41,20,-40.63,-45.78,61.21,-131.6
42,20,-4.49,-108.40,108.49,-92.4
43,20,-72.57,-155.63,171.72,-115.0
44,20,25.28,-45.56,52.10,-61.0
45,20,69.42,-148.49,163.91,-64.9
46,20,41.54,-91.75,100.72,-65.6
47,20,-48.24,-78.04,91.74,-121.7
48,20,27.75,-32.70,42.89,-49.7
49,20,72.24,-91.90,116.89,-51.8
50,20,-58.94,-86.85,104.96,-124.2
51,20,-20.11,-39.99,44.76,-116.7
52,20,75.22,12.59,76.27,9.5
53,20,42.04,83.21,93.23,63.2
54,20,45.90,-100.69,110.66,-65.5
55,20,114.89,-4.48,114.98,-2.2
56,20,42.01,-70.26,81.86,-59.1
57,20,48.32,38.60,61.84,38.6
58,20,148.09,-56.34,158.44,-20.8
59,20,-0.67,-40.80,40.81,-90.9
60,20,-32.05,-34.69,47.23,-132.7
61,20,27.42,-7.62,28.46,-15.5
62,20,26.50,13.43,29.71,26.9
63,20,-22.96,22.25,31.97,135.9
0,21,-47.52,1.86,47.55,177.8
1,21,121.03,-63.45,136.65,-27.7
2,21,23.68,40.64,47.04,59.8
3,21,-27.05,3.20,27.24,173.3
4,21,58.02,66.00,87.88,48.7
5,21,9.88,-24.84,26.73,-68.3
6,21,6.24,-66.26,66.56,-84.6
7,21,50.90,16.21,53.42,17.7
8,21,-37.66,87.59,95.35,113.3
9,21,48.78,36.61,60.99,36.9
10,21,130.85,25.25,133.26,10.9
11,21,62.13,-0.76,62.13,-0.7
12,21,22.87,138.94,140.81,80.7
13,21,18.08,8.45,19.96,25.0
14,21,23.25,32.88,40.27,54.7
15,21,29.69,106.88,110.93,74.5
16,21,20.19,-5.57,20.94,-15.4
17,21,79.58,158.98,177.79,63.4
18,21,-60.17,133.19,146.15,114.3
19,21,60.60,151.93,163.57,68.3
20,21,-11.85,137.75,138.26,94.9
21,21,14.74,102.27,103.33,81.8
22,21,-72.01,55.13,90.69,142.6
23,21,39.45,96.74,104.47,67.8
24,21,24.72,48.06,54.05,62.8
25,21,0.95,112.11,112.11,89.5
26,21,-130.87,117.32,175.76,138.1
27,21,-20.29,138.56,140.04,98.3
28,21,-46.63,69.95,84.07,123.7
29,21,-150.85,83.43,172.39,151.1
30,21,-74.20,7.66,74.59,174.1
31,21,-55.92,-16.38,58.27,-163.7
32,21,-46.35,16.14,49.08,160.8
33,21,-64.12,-41.84,76.56,-146.9
34,21,-56.03,-23.74,60.85,-157.0
35,21,6.80,-104.42,104.64,-86.3
36,21,-0.45,-108.80,108.81,-90.2
37,21,-198.48,-45.21,203.57,-167.2
38,21,-62.90,-43.46,76.46,-145.4
39,21,-45.80,-146.11,153.12,-107.4
40,21,-114.58,-70.21,134.38,-148.5
41,21,-10.95,-134.93,135.37,-94.6
42,21,58.33,-109.50,124.07,-62.0
43,21,-47.20,-38.99,61.22,-140.4
44,21,34.32,-66.59,74.92,-62.7
45,21,-19.30,-62.19,65.11,-107.2
46,21,0.17,0.19,0.25,48.3
47,21,112.95,-122.43,166.57,-47.3
48,21,15.26,-127.68,128.58,-83.2
49,21,66.88,-105.25,124.71,-57.6
50,21,-50.12,-72.65,88.27,-124.6
51,21,134.79,-168.78,216.00,-51.4
52,21,68.95,-53.13,87.05,-37.6
53,21,26.08,-62.46,67.69,-67.3
54,21,59.92,10.62,60.86,10.1
55,21,-43.56,-5.17,43.87,-173.2
56,21,81.91,-47.94,94.91,-30.3
57,21,2.68,15.65,15.88,80.3
58,21,5.14,25.62,26.13,78.7
59,21,-12.36,-46.34,47.96,-104.9
60,21,-19.47,-30.49,36.18,-122.6
61,21,42.08,-115.52,122.94,-70.0
62,21,18.33,-57.58,60.43,-72.3
63,21,36.69,-39.27,53.75,-46.9
0,22,4.47,6.04,7.51,53.5
1,22,32.29,-43.96,54.54,-53.7
2,22,-12.15,-21.04,24.30,-120.0
3,22,122.95,-54.90,134.65,-24.1
4,22,-63.72,17.19,66.00,164.9
5,22,81.49,32.82,87.85,21.9
6,22,91.14,35.28,97.73,21.2
7,22,-15.12,20.26,25.28,126.7
8,22,144.01,-52.01,153.11,-19.9
9,22,87.49,0.45,87.50,0.3
10,22,91.29,18.52,93.15,11.5
11,22,48.64,27.14,55.70,29.2
12,22,39.99,60.37,72.41,56.5
13,22,42.67,137.93,144.38,72.8
14,22,73.23,117.73,138.65,58.1
15,22,122.22,38.30,128.08,17.4
16,22,57.31,131.77,143.69,66.5
17,22,-3.76,139.14,139.20,91.5
18,22,74.14,74.66,105.22,45.2
19,22,67.89,163.26,176.81,67.4
20,22,41.75,116.20,123.47,70.2
21,22,32.37,54.34,63.25,59.2
22,22,-32.76,145.28,148.93,102.7
23,22,-79.63,128.14,150.87,121.9
24,22,-89.59,97.96,132.75,132.4
25,22,-139.50,97.12,169.98,145.2
26,22,-55.69,50.69,75.30,137.7
27,22,-79.65,103.23,130.38,127.7
28,22,-103.58,55.44,117.48,151.8
29,22,-233.74,50.00,239.02,167.9
30,22,-151.12,43.06,157.14,164.1
31,22,-34.08,-49.30,59.93,-124.7
32,22,-123.35,-53.15,134.32,-156.7
33,22,-70.73,-135.70,153.03,-117.5
34,22,-155.49,-13.44,156.07,-175.1
35,22,-9.64,-118.22,118.62,-94.7
36,22,-82.68,-66.09,105.85,-141.4
37,22,-53.03,-68.09,86.31,-127.9
38,22,58.56,-68.87,90.40,-49.6
39,22,29.64,-169.54,172.11,-80.1
40,22,-48.51,-120.55,129.94,-111.9
41,22,-48.87,-39.01,62.53,-141.4
42,22,-21.18,-39.12,44.49,-118.4
43,22,34.51,-74.85,82.42,-65.2
44,22,16.57,-103.94,105.25,-80.9
45,22,13.16,-165.22,165.74,-85.4
46,22,115.17,-71.20,135.40,-31.7
47,22,42.53,-105.75,113.98,-68.1
48,22,167.14,-59.65,177.47,-19.6
49,22,58.24,-108.77,123.38,-61.8
50,22,142.41,-75.30,161.09,-27.9
51,22,68.72,-48.41,84.06,-35.2
52,22,95.39,-34.99,101.60,-20.1
53,22,6.50,-14.19,15.61,-65.4
54,22,-4.97,-60.41,60.62,-94.7
55,22,55.53,-92.21,107.64,-58.9
56,22,76.91,61.60,98.54,38.7
57,22,24.75,109.30,112.07,77.2
58,22,-45.87,10.84,47.14,166.7
59,22,-53.34,-74.83,91.90,-125.5
60,22,-59.89,-45.03,74.93,-143.1
61,22,-79.59,20.83,82.27,165.3
62,22,12.10,63.74,64.88,79.3
63,22,61.16,-62.98,87.79,-45.8
0,23,5.09,-3.75,6.32,-36.3
1,23,-105.23,13.30,106.06,172.8
2,23,0.82,48.14,48.14,89.0
3,23,5.38,-10.42,11.73,-62.7
4,23,122.13,-69.01,140.28,-29.5
5,23,-51.05,43.33,66.96,139.7
6,23,7.40,72.40,72.78,84.2
7,23,117.90,16.84,119.10,8.1
8,23,61.19,47.06,77.19,37.6
9,23,73.10,10.00,73.78,7.8
10,23,56.76,-0.50,56.76,-0.5
11,23,73.05,102.29,125.70,54.5
12,23,99.94,80.56,128.36,38.9
13,23,23.54,96.76,99.58,76.3
14,23,108.80,158.97,192.64,55.6
15,23,-5.40,42.91,43.25,97.2
16,23,75.13,79.51,109.39,46.6
17,23,60.00,125.54,139.14,64.5
18,23,9.54,98.39,98.85,84.5
19,23,25.76,172.51,174.42,81.5
20,23,-19.87,127.95,129.49,98.8
21,23,-59.35,88.49,106.55,123.9
22,23,-40.93,138.82,144.72,106.4
23,23,-95.45,138.13,167.90,124.6
24,23,-39.85,167.36,172.04,103.4
25,23,-127.36,128.64,181.02,134.7
26,23,-45.91,118.24,126.84,111.2
27,23,-149.93,95.72,177.88,147.4
28,23,-126.28,53.62,137.19,157.0
29,23,-134.24,9.71,134.59,175.9
30,23,-39.96,41.94,57.93,133.6
31,23,-91.25,-7.46,91.56,-175.3
32,23,-118.35,75.29,140.27,147.5
33,23,-81.28,39.61,90.42,154.0
34,23,-208.37,-13.88,208.83,-176.2
35,23,-100.12,-44.11,109.40,-156.2
36,23,9.02,-84.11,84.59,-83.9
37,23,-74.89,-158.24,175.07,-115.3
38,23,-66.46,-119.80,137.00,-119.0
39,23,-28.58,-115.56,119.04,-103.9
40,23,4.53,-118.14,118.23,-87.8
41,23,-123.12,-112.05,166.47,-137.7
42,23,-89.88,-92.05,128.65,-134.3
43,23,21.77,-171.93,173.30,-82.8
44,23,-8.85,-167.50,167.74,-93.0
45,23,105.96,-54.06,118.95,-27.0
46,23,35.30,-79.09,86.61,-65.9
47,23,-38.02,-126.65,132.23,-106.7
48,23,-0.15,-101.01,101.01,-90.1
49,23,-72.58,-89.00,114.84,-129.2
50,23,52.30,-70.66,87.91,-53.5
51,23,51.64,-37.55,63.85,-36.0
52,23,35.33,75.78,83.61,65.0
53,23,104.97,-32.30,109.83,-17.1
54,23,104.86,-0.59,104.87,-0.3
55,23,30.17,-111.12,115.14,-74.8
56,23,-74.12,-45.21,86.83,-148.6
57,23,57.80,45.28,73.42,38.1
58,23,49.58,7.85,50.20,9.0
59,23,32.80,-228.63,230.97,-81.8
60,23,62.59,26.94,68.15,23.3
61,23,-47.88,91.00,102.83,117.8
62,23,108.23,-103.30,149.62,-43.7
63,23,-42.21,73.50,84.75,119.9
0,24,44.13,-136.06,143.04,-72.0
1,24,-75.35,50.51,90.71,146.2
2,24,-34.52,4.62,34.82,172.4
3,24,91.50,-110.53,143.49,-50.4
4,24,7.08,31.78,32.56,77.4
5,24,67.36,70.22,97.30,46.2
6,24,43.21,34.92,55.56,38.9
7,24,32.80,50.99,60.62,57.2
8,24,113.42,7.26,113.65,3.7
9,24,40.81,-57.95,70.88,-54.8
10,24,-29.11,78.21,83.46,110.4
11,24,26.44,140.84,143.30,79.4
12,24,99.68,120.72,156.55,50.5
13,24,95.64,-23.29,98.44,-13.7
14,24,-1.15,12.92,12.97,95.1
15,24,39.33,59.22,71.09,56.4
16,24,41.32,34.47,53.81,39.8
17,24,43.23,128.03,135.13,71.3
18,24,-19.97,155.55,156.83,97.3
19,24,1.31,72.02,72.04,89.0
20,24,-22.54,186.97,188.32,96.9
21,24,31.91,179.15,181.97,79.9
22,24,12.70,118.85,119.53,83.9
23,24,-55.47,131.06,142.32,112.9
24,24,-86.54,32.23,92.35,159.6
25,24,-76.31,100.27,126.01,127.3
26,24,-137.74,102.16,171.49,143.4
27,24,-165.02,93.45,189.64,150.5
28,24,-162.78,86.00,184.10,152.2
29,24,-153.19,60.55,164.72,158.4
30,24,-183.19,15.95,183.89,175.0
31,24,-118.63,24.06,121.05,168.5
32,24,-90.25,40.36,98.86,155.9
33,24,-204.37,-33.94,207.17,-170.6
34,24,-120.19,-32.46,124.50,-164.9
35,24,-126.76,-76.37,147.99,-148.9
36,24,-90.60,-117.35,148.25,-127.7
37,24,-97.56,-75.64,123.45,-142.2
38,24,-155.99,-144.65,212.73,-137.2
39,24,-130.06,-110.41,170.61,-139.7
40,24,-46.71,-138.28,145.95,-108.7
41,24,23.68,-161.46,163.19,-81.7
42,24,-117.38,-165.50,202.90,-125.3
43,24,31.18,-173.51,176.29,-79.8
44,24,92.21,-225.83,243.93,-67.8
45,24,41.18,-116.74,123.79,-70.6
46,24,89.01,-114.24,144.83,-52.1
47,24,35.25,-71.64,79.84,-63.8
48,24,69.58,-128.09,145.76,-61.5
49,24,-3.84,6.11,7.21,122.2
50,24,-41.35,-95.09,103.69,-113.5
51,24,119.26,-107.99,160.89,-42.2
52,24,17.35,-103.04,104.49,-80.4
53,24,37.15,-130.32,135.51,-74.1
54,24,-16.68,41.52,44.74,111.9
55,24,-25.27,40.71,47.92,121.8
56,24,29.35,8.29,30.50,15.8
57,24,-5.11,-61.53,61.75,-94.8
58,24,44.26,77.88,89.58,60.4
59,24,42.75,-27.06,50.59,-32.3
60,24,31.72,-20.42,37.72,-32.8
61,24,23.93,66.81,70.97,70.3
62,24,87.91,29.34,92.68,18.5
63,24,-46.71,107.52,117.23,113.5
0,25,4.83,14.96,15.72,72.1
1,25,66.90,-16.26,68.85,-13.7
2,25,76.89,-25.56,81.03,-18.4
3,25,-53.21,-85.40,100.62,-121.9
4,25,7.35,-4.47,8.61,-31.3
5,25,96.89,69.91,119.48,35.8
6,25,61.31,46.70,77.07,37.3
7,25,53.39,22.84,58.07,23.2
8,25,41.08,-21.75,46.49,-27.9
9,25,41.43,46.73,62.45,48.4
10,25,83.59,94.70,126.32,48.6
11,25,64.49,75.58,99.36,49.5
12,25,81.64,73.62,109.93,42.0
13,25,92.37,37.77,99.79,22.2
14,25,56.46,134.15,145.55,67.2
15,25,115.43,-52.19,126.68,-24.3
16,25,228.89,137.05,266.78,30.9
17,25,-15.82,259.12,259.60,93.5
18,25,74.50,66.25,99.70,41.6
19,25,1.32,138.13,138.14,89.5
20,25,45.82,154.99,161.62,73.5
21,25,-5.25,133.46,133.57,92.3
22,25,5.38,205.36,205.43,88.5
23,25,1.85,169.98,169.99,89.4
24,25,-69.31,143.13,159.03,115.8
25,25,-41.31,161.54,166.74,104.3
26,25,-230.68,106.41,254.04,155.2
27,25,-46.08,246.86,251.12,100.6
28,25,-115.83,76.68,138.91,146.5
29,25,-86.91,59.47,105.31,145.6
30,25,-205.67,-55.58,213.05,-164.9
31,25,-188.07,-17.18,188.85,-174.8
32,25,-139.23,47.37,147.07,161.2
33,25,-145.53,-96.71,174.74,-146.4
34,25,-126.65,-157.58,202.17,-128.8
35,25,-80.35,-67.49,104.94,-140.0
36,25,-213.86,-19.33,214.73,-174.8
37,25,-64.77,-103.45,122.06,-122.1
38,25,-97.50,-138.48,169.36,-125.1
39,25,-89.12,-228.44,245.21,-111.3
40,25,-130.48,-123.75,179.83,-136.5
41,25,-7.56,-120.48,120.72,-93.6
42,25,-128.28,-245.68,277.16,-117.6
43,25,49.37,-98.66,110.32,-63.4
44,25,-35.27,-111.92,117.34,-107.5
45,25,60.98,-85.05,104.65,-54.4
46,25,67.07,-101.43,121.60,-56.5
47,25,141.65,-85.22,165.32,-31.0
48,25,79.89,-78.37,111.91,-44.5
49,25,55.66,-47.37,73.09,-40.4
50,25,63.11,-168.55,179.98,-69.5
51,25,147.41,-140.33,203.53,-43.6
52,25,103.92,-90.85,138.03,-41.2
53,25,49.90,-50.55,71.03,-45.4
54,25,48.80,-15.98,51.35,-18.1
55,25,-26.39,-11.76,28.89,-156.0
56,25,63.05,34.04,71.65,28.4
57,25,-52.09,40.67,66.08,142.0
58,25,66.58,-56.30,87.19,-40.2
59,25,29.40,2.47,29.51,4.8
60,25,137.22,-49.34,145.83,-19.8
61,25,-41.34,-14.45,43.79,-160.7
62,25,5.13,12.50,13.51,67.7
63,25,97.49,-172.96,198.55,-60.6
0,26,68.04,122.98,140.55,61.0
1,26,-23.33,31.77,39.41,126.3
2,26,26.50,-24.95,36.40,-43.3
3,26,20.14,103.05,105.00,78.9
4,26,39.87,-8.27,40.72,-11.7
5,26,-2.37,18.84,18.99,97.2
6,26,35.93,-8.19,36.85,-12.8
7,26,-30.74,103.68,108.14,106.5
8,26,65.43,21.84,68.98,18.5
9,26,91.10,41.79,100.23,24.6
10,26,67.10,103.03,122.96,56.9
11,26,6.97,81.96,82.25,85.1
12,26,145.04,61.15,157.40,22.9
13,26,119.56,131.74,177.90,47.8
14,26,67.70,216.47,226.81,72.6
15,26,88.70,119.35,148.70,53.4
16,26,21.71,123.32,125.22,80.0
17,26,34.20,139.40,143.54,76.2
18,26,41.79,208.26,212.41,78.7
19,26,108.11,122.12,163.10,48.5
20,26,-11.53,143.96,144.42,94.6
21,26,23.54,82.46,85.75,74.1
22,26,-64.99,96.91,116.69,123.8
23,26,-53.98,122.50,133.87,113.8
24,26,-98.86,134.03,166.55,126.4
25,26,-69.71,210.74,221.97,108.3
26,26,-157.50,132.40,205.76,139.9
27,26,-222.73,41.92,226.64,169.3
28,26,-222.91,32.20,225.23,171.8
29,26,-187.04,117.95,221.13,147.8
30,26,-226.98,85.92,242.70,159.3
31,26,-145.95,11.28,146.38,175.6
32,26,-189.75,-32.00,192.43,-170.4
33,26,-45.80,26.66,52.99,149.8
34,26,-247.34,-98.88,266.37,-158.2
35,26,-143.63,-49.00,151.76,-161.2
36,26,-200.50,26.11,202.19,172.6
37,26,-155.43,-95.34,182.34,-148.5
38,26,-106.30,-161.06,192.98,-123.4
39,26,-208.06,-116.31,238.36,-150.8
40,26,-54.53,-171.89,180.33,-107.6
41,26,57.07,-225.81,232.91,-75.8
42,26,-31.14,-124.28,128.12,-104.1
43,26,33.44,-101.98,107.32,-71.8
44,26,97.94,-167.62,194.14,-59.7
45,26,60.48,-161.60,172.55,-69.5
46,26,56.42,-178.95,187.63,-72.5
47,26,-17.04,-124.98,126.14,-97.8
48,26,134.78,-131.59,188.37,-44.3
49,26,98.34,-140.10,171.17,-54.9
50,26,50.70,18.39,53.93,19.9
51,26,101.94,-40.54,109.71,-21.7
52,26,58.54,-24.08,63.30,-22.4
53,26,52.05,1.33,52.07,1.5
54,26,98.91,4.23,99.00,2.5
55,26,-8.25,-47.75,48.45,-99.8
56,26,101.53,-7.45,101.81,-4.2
57,26,-29.49,-29.61,41.79,-134.9
58,26,-0.57,9.71,9.73,93.3
59,26,121.92,7.99,122.18,3.7
60,26,76.40,-25.81,80.65,-18.7
61,26,20.18,-71.30,74.10,-74.2
62,26,-35.54,3.87,35.75,173.8
63,26,-17.99,-12.63,21.99,-144.9
0,27,12.97,-92.30,93.21,-82.0
1,27,14.51,28.54,32.02,63.1
2,27,12.30,52.70,54.12,76.9
3,27,20.53,132.55,134.13,81.2
4,27,17.71,-11.20,20.95,-32.3
5,27,-36.14,-15.70,39.40,-156.5
6,27,18.83,-40.58,44.74,-65.1
7,27,100.17,29.88,104.53,16.6
8,27,-3.34,35.15,35.31,95.4
9,27,66.76,-8.78,67.33,-7.5
10,27,46.43,31.02,55.84,33.7
11,27,103.56,-49.87,114.95,-25.7
12,27,87.74,105.97,137.57,50.4
13,27,187.89,32.93,190.76,9.9
14,27,142.89,82.61,165.06,30.0
15,27,51.18,26.65,57.70,27.5
16,27,144.22,82.82,166.31,29.9
17,27,59.74,111.56,126.55,61.8
18,27,50.93,137.32,146.46,69.7
19,27,70.44,171.85,185.73,67.7
20,27,-0.18,226.19,226.19,90.0
21,27,35.33,192.61,195.82,79.6
22,27,-82.51,200.72,217.02,112.3
23,27,-107.35,216.78,241.91,116.3
24,27,-138.05,160.94,212.04,130.6
25,27,-157.51,115.80,195.50,143.7
26,27,-93.25,151.46,177.86,121.6
27,27,-131.05,136.94,189.55,133.7
28,27,-87.22,97.45,130.78,131.8
29,27,-66.20,-26.23,71.21,-158.4
30,27,-235.29,-14.17,235.71,-176.6
31,27,-182.19,-4.44,182.24,-178.6
32,27,-244.52,29.68,246.31,173.1
33,27,-222.63,-28.97,224.51,-172.6
34,27,-211.09,10.34,211.34,177.2
35,27,-225.57,0.74,225.57,179.8
36,27,-215.09,-23.33,216.35,-173.8
37,27,-155.42,-40.72,160.67,-165.3
38,27,-190.07,-169.49,254.66,-138.3
39,27,-63.12,-108.33,125.37,-120.2
40,27,-122.29,-174.85,213.38,-125.0
41,27,96.69,-235.07,254.18,-67.6
42,27,-31.88,-170.34,173.30,-100.6
43,27,28.01,-88.00,92.35,-72.3
44,27,-10.01,-124.83,125.23,-94.6
45,27,165.09,-37.00,169.18,-12.6
46,27,154.45,-116.67,193.57,-37.1
47,27,125.51,10.45,125.94,4.8
48,27,49.43,-89.11,101.90,-61.0
49,27,128.10,-83.22,152.76,-33.0
50,27,57.95,-135.44,147.31,-66.8
51,27,180.29,-4.12,180.33,-1.3
52,27,138.46,-74.16,157.07,-28.2
53,27,92.19,-72.12,117.05,-38.0
54,27,-45.58,32.28,55.86,144.7
55,27,15.90,32.87,36.52,64.2
56,27,88.82,37.16,96.28,22.7
57,27,105.30,-33.00,110.35,-17.4
58,27,91.42,-13.79,92.45,-8.6
59,27,-51.18,-11.35,52.42,-167.5
60,27,37.15,32.99,49.69,41.6
61,27,67.62,73.25,99.68,47.3
62,27,-70.29,15.25,71.92,167.8
63,27,8.92,96.53,96.94,84.7
0,28,23.75,46.78,52.46,63.1
1,28,-1.38,-9.01,9.11,-98.7
2,28,-74.39,45.27,87.08,148.7
3,28,7.61,90.61,90.93,85.2
4,28,14.44,107.16,108.13,82.3
5,28,31.60,69.10,75.98,65.4
6,28,20.32,14.22,24.80,35.0
7,28,37.04,6.08,37.54,9.3
8,28,68.89,50.62,85.49,36.3
9,28,105.30,111.44,153.32,46.6
10,28,80.37,56.48,98.23,35.1
11,28,86.95,65.75,109.01,37.1
12,28,122.48,55.05,134.28,24.2
13,28,29.83,46.72,55.43,57.4
14,28,154.24,66.72,168.06,23.4
15,28,130.22,94.19,160.71,35.9
16,28,126.28,186.44,225.19,55.9
17,28,159.58,101.67,189.21,32.5
18,28,-6.37,128.57,128.73,92.8
19,28,-35.30,92.99,99.47,110.8
20,28,42.52,178.96,183.94,76.6
21,28,-10.42,213.50,213.75,92.8
22,28,-41.26,222.95,226.74,100.5
23,28,-109.91,143.49,180.75,127.5
24,28,-85.60,149.96,172.67,119.7
25,28,-98.23,99.13,139.55,134.7
26,28,-140.81,117.45,183.36,140.2
27,28,-192.93,90.35,213.04,154.9
28,28,-295.74,60.93,301.95,168.4
29,28,-158.81,48.25,165.98,163.1
30,28,-140.33,47.36,148.11,161.3
31,28,-171.11,-6.46,171.23,-177.8
32,28,-247.32,-20.37,248.16,-175.3
33,28,-167.72,60.60,178.34,160.1
34,28,-154.25,94.17,180.72,148.6
35,28,-112.41,-118.23,163.14,-133.6
36,28,-223.70,-137.62,262.64,-148.4
37,28,-176.33,-138.91,224.47,-141.8
38,28,-107.50,-111.97,155.22,-133.8
39,28,-115.94,-76.45,138.88,-146.6
40,28,-142.67,-103.76,176.41,-144.0
41,28,-29.04,-133.12,136.25,-102.3
42,28,18.87,-118.72,120.21,-81.0
43,28,33.22,-177.74,180.81,-79.4
44,28,74.37,-148.46,166.05,-63.4
45,28,78.34,-126.95,149.17,-58.3
46,28,185.46,-192.86,267.56,-46.1
47,28,79.27,-158.60,177.31,-63.4
48,28,100.88,-143.50,175.41,-54.9
49,28,130.94,-36.62,135.97,-15.6
50,28,169.82,-50.84,177.27,-16.7
51,28,42.99,-21.92,48.26,-27.0
52,28,41.92,-135.01,141.37,-72.8
53,28,-6.29,-108.97,109.15,-93.3
54,28,84.81,5.42,84.99,3.7
55,28,14.96,-160.75,161.44,-84.7
56,28,39.97,44.31,59.67,48.0
57,28,81.57,-104.10,132.25,-51.9
58,28,6.93,32.42,33.15,77.9
59,28,42.37,-51.68,66.82,-50.7
60,28,8.93,47.13,47.97,79.3
61,28,51.83,156.57,164.93,71.7
62,28,37.41,-116.39,122.25,-72.2
63,28,-24.54,32.85,41.00,126.8
0,29,2.25,-88.88,88.91,-88.5
1,29,66.70,23.51,70.72,19.4
2,29,39.04,-7.28,39.71,-10.6
3,29,-44.42,10.73,45.70,166.4
4,29,65.57,-39.80,76.71,-31.3
5,29,-12.67,46.82,48.50,105.1
6,29,122.35,-62.07,137.19,-26.9
7,29,114.40,75.63,137.14,33.5
8,29,90.26,-2.97,90.31,-1.9
9,29,96.92,-47.86,108.09,-26.3
10,29,92.09,107.74,141.73,49.5
11,29,149.43,31.33,152.68,11.8
12,29,108.53,137.81,175.42,51.8
13,29,147.96,112.27,185.73,37.2
14,29,185.27,21.07,186.47,6.5
15,29,114.22,67.37,132.61,30.5
16,29,105.98,89.00,138.39,40.0
17,29,64.17,170.91,182.56,69.4
18,29,49.37,127.84,137.04,68.9
19,29,-19.09,124.86,126.31,98.7
20,29,70.18,113.23,133.22,58.2
21,29,79.76,123.05,146.64,57.0
22,29,15.33,187.34,187.96,85.3
23,29,-178.52,113.89,211.76,147.5
24,29,-95.63,82.46,126.28,139.2
25,29,-88.24,60.90,107.22,145.4
26,29,-203.00,47.67,208.52,166.8
27,29,-190.18,-8.70,190.37,-177.4
28,29,-306.09,9.99,306.25,178.1
29,29,-199.17,108.68,226.89,151.4
30,29,-269.71,9.85,269.89,177.9
31,29,-208.40,41.93,212.58,168.6
32,29,-296.44,-130.65,323.95,-156.2
33,29,-189.38,8.24,189.56,177.5
34,29,-161.28,-41.83,166.61,-165.5
35,29,-244.85,-71.58,255.10,-163.7
36,29,-252.09,-52.36,257.47,-168.3
37,29,-287.96,-100.15,304.88,-160.8
38,29,-172.67,-195.32,260.70,-131.5
39,29,-160.96,-56.10,170.45,-160.8
40,29,-174.77,-101.56,202.13,-149.8
41,29,-33.29,-137.80,141.77,-103.6
42,29,-33.18,-173.89,177.03,-100.8
43,29,-20.10,-196.72,197.74,-95.8
44,29,44.60,-104.85,113.95,-67.0
45,29,156.15,-25.29,158.19,-9.2
46,29,154.04,-84.44,175.66,-28.7
47,29,130.28,-152.08,200.26,-49.4
48,29,173.26,-60.37,183.48,-19.2
49,29,83.63,-63.64,105.09,-37.3
50,29,137.80,-8.00,138.03,-3.3
51,29,134.43,-12.09,134.98,-5.1
52,29,92.02,-183.98,205.71,-63.4
53,29,124.32,-0.73,124.32,-0.3
54,29,50.04,-72.45,88.05,-55.4
55,29,101.26,-88.58,134.53,-41.2
56,29,90.79,-22.97,93.65,-14.2
57,29,-94.13,10.20,94.69,173.8
58,29,101.07,-89.83,135.22,-41.6
59,29,-119.59,29.44,123.16,166.2
60,29,-5.38,33.93,34.35,99.0
61,29,70.64,-0.71,70.64,-0.6
62,29,-1.35,-45.56,45.58,-91.7
63,29,-62.62,-50.50,80.45,-141.1
0,30,-43.53,52.36,68.09,129.7
1,30,66.50,-74.05,99.52,-48.1
2,30,-75.83,55.35,93.89,143.9
3,30,83.03,-5.31,83.20,-3.7
4,30,31.54,-0.76,31.55,-1.4
5,30,-16.13,-79.97,81.58,-101.4
6,30,25.01,-0.11,25.01,-0.3
7,30,15.38,40.14,42.99,69.0
8,30,122.80,-54.59,134.39,-24.0
9,30,130.17,40.53,136.33,17.3
10,30,21.90,24.08,32.55,47.7
11,30,101.53,-7.82,101.83,-4.4
12,30,91.02,72.60,116.43,38.6
13,30,208.88,-73.96,221.59,-19.5
14,30,83.07,60.53,102.78,36.1
15,30,232.18,131.95,267.06,29.6
16,30,145.36,131.42,195.96,42.1
17,30,76.29,87.85,116.35,49.0
18,30,78.88,62.42,100.59,38.4
19,30,40.92,54.46,68.13,53.1
20,30,-24.83,78.07,81.92,107.6
21,30,-6.41,123.05,123.22,93.0
22,30,-123.53,52.07,134.05,157.1
23,30,-216.01,122.49,248.33,150.4
24,30,-162.33,181.55,243.54,131.8
25,30,-261.61,61.45,268.73,166.8
26,30,-230.02,-13.09,230.39,-176.7
27,30,-252.86,-23.39,253.94,-174.7
28,30,-261.22,72.62,271.13,164.5
29,30,-124.23,20.96,125.98,170.4
30,30,-225.33,58.13,232.70,165.5
31,30,-217.64,-21.93,218.75,-174.2
